ID,YEAR,DEPARTMENT_DESCR,COLLEGE_DESCR,FTPT,FirstTerm_CreditHours,FirstTerm_GPA,OneYear retention,TwoYear retention
6538932,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,16,2.719,1,1
6348309,2016,Disaster Sci & Emergency Serv,College of Health & Human Sci,FT,15,2.253,,
8239080,2016,Dept of Political Science,College of Arts & Sciences,FT,17,4,1,1
0339274,2016,Business Dean,College of Business,FT,16,3.381,1,1
5547835,2016,School of Nursing,College of Health & Human Sci,FT,17,3.459,1,1
7740037,2017,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,8,2.6,1,1
3026488,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,15,3.733,1,1
6343920,2019,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,16,3.156,1,1
1342338,2018,LBJFF School of Education,College of Arts & Sciences,FT,13,3.862,1,1
0424814,2017,Dept of Finance,College of Business,FT,0,0,1,
2441902,2018,School of Nursing,College of Health & Human Sci,FT,16,1.925,1,1
9439275,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,15,3.367,1,1
5041031,2017,LBJFF School of Education,College of Arts & Sciences,FT,16,2.825,1,1
1349583,2017,Dept of Psychology,College of Arts & Sciences,FT,16,3.563,1,1
0842008,2018,Business Dean,College of Business,FT,8,2.813,1,1
2542413,2018,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,3.914,1,1
3427222,2018,School of Nursing,College of Health & Human Sci,FT,15,4,1,
7242845,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,2.057,,
9448971,2019,Anthropology,College of Arts & Sciences,FT,13,3.7,1,
0240026,2017,Engineering & Science Tech,College of Engr & Polymer Sci,PT,11,3.055,1,1
8548132,2016,Dept of Finance,College of Business,FT,16,3.888,1,1
8542401,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,1.564,1,
1140388,2018,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,17,3.888,1,1
7744918,2019,School of Music,College of Arts & Sciences,FT,19,3.953,1,1
6340131,2018,School of Nursing,College of Health & Human Sci,FT,14,3.936,1,1
5645156,2020,Arts & Sciences Dean,College of Arts & Sciences,FT,0,0,,
8027254,2016,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,15.5,3.542,1,1
3949725,2018,Speech-Lang Path & Audiology,College of Health & Human Sci,FT,18,3.678,1,1
0548045,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,15,3.6,1,1
2139279,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.85,1,1
7247592,2016,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,5,1,,
9638685,2016,School of Nursing,College of Health & Human Sci,FT,17,3.394,1,
2127237,2016,Department of Biology,College of Arts & Sciences,FT,15,3.273,1,1
3449602,2017,School of Communication,College of Arts & Sciences,FT,19,3.574,1,1
7742568,2018,,The University of Akron,FT,8,3.138,,
3049023,2016,School of Nursing,College of Health & Human Sci,FT,8,3.138,1,
4948961,2016,Dept of Political Science,College of Arts & Sciences,FT,10.5,3.714,1,1
2549304,2016,Department of Sociology,College of Arts & Sciences,PT,11,3.273,1,
6549402,2017,Dept of Political Science,College of Arts & Sciences,FT,16,3.206,1,1
4145021,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,14,3.414,,
6745142,2020,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.914,1,
2545191,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,3.285,,
8049565,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,12,3.117,,
5945186,2020,Business Dean,College of Business,FT,5,1.28,1,
0845198,2021,School of Communication,College of Arts & Sciences,FT,17,2.4,,
1541897,2018,School of Nursing,College of Health & Human Sci,FT,12,2.858,1,
4749361,2017,LBJFF School of Education,College of Arts & Sciences,FT,15,4,1,1
6448685,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.893,1,1
3043182,2018,LBJFF School of Education,College of Arts & Sciences,FT,8,3.25,1,1
6548450,2017,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,12,3.575,1,1
4648665,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,10,2.82,,1
1941137,2020,Dept of Computer Science,College of Engr & Polymer Sci,FT,8,3.813,1,
8641148,2017,Early College High School,The University of Akron,FT,9,2.278,1,1
3645126,2020,School of Nursing,College of Health & Human Sci,FT,8,2.538,1,
7848983,2016,School of Nursing,College of Health & Human Sci,FT,11,3.382,1,1
0045263,2021,School of Nursing,College of Health & Human Sci,FT,14,1.707,,
5047597,2016,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,15,3.9,1,1
9538817,2016,School of Music,College of Arts & Sciences,FT,17,3.571,1,1
3144467,2019,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,14,1.536,1,
9747824,2016,Early College High School,The University of Akron,FT,14,1.743,,
3838700,2016,Early College High School,The University of Akron,FT,14,1.95,1,1
2241152,2017,Early College High School,The University of Akron,FT,18,2.878,1,
0641181,2017,Business Dean,College of Business,FT,6,1,,
5848788,2017,LBJFF School of Education,College of Arts & Sciences,FT,17,2.541,,
0642966,2019,Dept of Psychology,College of Arts & Sciences,FT,10,3.7,,
7344863,2019,,The University of Akron,FT,2,4,,
3543340,2018,Schl of Dance Theatre Arts Adm,College of Arts & Sciences,PT,6,3.233,,
2544382,2020,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,14,3.214,1,
3647670,2016,Early College High School,The University of Akron,FT,8,1.5,1,
2140034,2016,Department of Biology,College of Arts & Sciences,FT,0,0,,
5344870,2021,Dept of Computer Science,College of Engr & Polymer Sci,PT,4,2,,
0240813,2019,Arts & Sciences Dean,College of Arts & Sciences,FT,9,4,,
4727245,2016,Business Dean,College of Business,FT,15,3.14,1,1
2248095,2016,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,14.5,3.428,1,
0547649,2016,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,14.5,3.503,1,1
2041693,2017,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,PT,14,3.636,1,1
3941043,2017,,The University of Akron,FT,9,2.567,1,
3848964,2016,Early College High School,The University of Akron,FT,15,2.327,,
2145339,2021,School of Nursing,College of Health & Human Sci,FT,2,0,,
5645351,2021,Department of Biology,College of Arts & Sciences,FT,6,0.9,,
6345302,2021,Disaster Sci & Emergency Serv,College of Health & Human Sci,FT,3,3,,
4648548,2017,LBJFF School of Education,College of Arts & Sciences,FT,15,3.387,,
5645379,2021,Myers School of Art,College of Arts & Sciences,FT,8,2.95,,
6445086,2020,,The University of Akron,FT,8,3.475,,
2841164,2016,,The University of Akron,FT,15,2.28,,
9741159,2016,Business Dean,College of Business,FT,2,0,,
1049523,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,3.607,1,1
8448935,2016,Accountancy,College of Business,FT,13,2.985,1,1
1245200,2020,Dept of Political Science,College of Arts & Sciences,FT,3,2.7,1,
0443933,2018,Engineering & Science Tech,College of Engr & Polymer Sci,FT,8,3.475,1,1
8045468,2021,Dept of Management,College of Business,FT,4,3.25,,
5249521,2017,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,15,3.873,1,1
2542022,2017,Dept of Chemistry,College of Arts & Sciences,FT,16,1.938,1,1
2940084,2017,Department of Biology,College of Arts & Sciences,FT,12,2.842,1,1
0745408,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,17,3.176,,
0841137,2020,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,15,3.94,1,
9145091,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,12,3.333,,
2645482,2021,Department of Biology,College of Arts & Sciences,FT,5,2.88,,
7143177,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,18,3.833,1,1
0341149,2017,,The University of Akron,FT,14,0.1,,
8237810,2017,Early College High School,The University of Akron,PT,0,0,,
0940316,2017,School of Nursing,College of Health & Human Sci,FT,14,3.414,1,
1340960,2017,School of Music,College of Arts & Sciences,FT,15,3.24,,
9641715,2017,Early College High School,The University of Akron,FT,8,2.125,,
5745470,2021,Department of Biology,College of Arts & Sciences,FT,5,0,,
4245409,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,8,3.625,,
9545448,2021,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,16,3.813,,
4441233,2017,Arts & Sciences Dean,College of Arts & Sciences,FT,15,0.2,,
2545314,2021,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,12,3.267,,
8627119,2016,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,10,3.63,1,1
3245233,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,6,0,,
5049532,2017,Department of Sociology,College of Arts & Sciences,FT,7,3.529,1,1
5441151,2017,Business Dean,College of Business,FT,8,2.813,1,1
7941050,2017,,The University of Akron,FT,7,2.043,1,1
0142341,2021,Dept of Modern Languages,College of Arts & Sciences,FT,15,3.86,,
7849583,2017,School of Nursing,College of Health & Human Sci,FT,4,0,1,
1927241,2016,Accountancy,College of Business,FT,18,2.817,1,1
7927208,2017,Early College High School,The University of Akron,FT,11,2.591,1,
2845425,2021,Dept of Psychology,College of Arts & Sciences,FT,15,3.153,,
6645127,2020,LBJFF School of Education,College of Arts & Sciences,FT,11,2.227,1,
9549547,2017,Dept of Political Science,College of Arts & Sciences,FT,10,2.08,1,
6148760,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,2.254,1,
2845474,2021,Social Work,College of Health & Human Sci,PT,6,2.35,,
4745235,2021,Myers School of Art,College of Arts & Sciences,FT,3,0,,
4745198,2021,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,18,3.533,,
5648731,2017,Department of Biology,College of Arts & Sciences,FT,14,3.714,1,1
3549363,2017,Early College High School,The University of Akron,FT,12,2.892,1,1
8043149,2020,Department of Statistics,College of Arts & Sciences,FT,17,3.712,1,
8342087,2017,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,5,2.78,1,1
0945342,2021,School of Communication,College of Arts & Sciences,FT,14,2.529,,
4745265,2021,Dept of Mathematics,College of Arts & Sciences,FT,18,3.289,,
8647797,2017,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,17,3.929,1,1
1145412,2021,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,5,2.2,,
5045358,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,17,3.818,,
2345482,2021,Business Dean,College of Business,FT,16,3.606,,
6745367,2021,LBJFF School of Education,College of Arts & Sciences,FT,9,3.222,,
1545229,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,12,3.675,,
4144311,2020,Department of Biology,College of Arts & Sciences,FT,9,3,1,
8245409,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,13,3.5,,
0745073,2021,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,16,3.875,,
3748972,2019,Dept of Computer Science,College of Engr & Polymer Sci,PT,6,0.35,,
8049406,2017,School of Music,College of Arts & Sciences,FT,22,3.986,1,1
1045392,2021,,The University of Akron,FT,2,4,,
7745313,2021,School of Music,College of Arts & Sciences,FT,21,3.424,,
3041155,2017,Early College High School,The University of Akron,FT,9,2.156,1,1
8749077,2016,Business Dean,College of Business,FT,17,3.065,1,1
5212193,2016,Arts & Sciences Dean,College of Arts & Sciences,PT,2,3.3,,
8238752,2017,Dept of Political Science,College of Arts & Sciences,FT,12,3.6,1,1
4140622,2018,Department of Biology,College of Arts & Sciences,FT,0,0,,
0648449,2017,Dept of Management,College of Business,FT,17,2.806,1,1
2945289,2021,LBJFF School of Education,College of Arts & Sciences,FT,17,4,,
5344621,2020,Arts & Sciences Dean,College of Arts & Sciences,FT,10,4,,
5441120,2017,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,16,3.525,1,1
9945335,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,5,0,,
0645355,2021,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,17,3.259,,
7245408,2021,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,13,2.808,,
6645312,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,14,3.693,,
5145003,2020,Dept of Chemistry,College of Arts & Sciences,FT,17,3.441,1,
1248451,2017,School of Nursing,College of Health & Human Sci,FT,16,3.713,1,1
6840109,2017,School of Nursing,College of Health & Human Sci,FT,9,2.533,,
6045055,2020,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,11,3.736,1,
2844011,2020,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,0,0,,
5045462,2021,Social Work,College of Health & Human Sci,FT,11,0.545,,
2543936,2018,School of Music,College of Arts & Sciences,FT,17,3.912,1,1
1241710,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,13.5,4,1,1
9041143,2018,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,13,4,1,1
8549642,2017,Department of Statistics,College of Arts & Sciences,FT,17,3.547,1,1
7749042,2016,Department of Biology,College of Arts & Sciences,FT,17,0,,
5941125,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,PT,3,2.3,,
7849600,2020,School of Nursing,College of Health & Human Sci,FT,11,0.736,,
1349560,2017,LBJFF School of Education,College of Arts & Sciences,FT,9,2.333,1,1
8343151,2018,Dept of Political Science,College of Arts & Sciences,FT,11,3.164,1,1
1445338,2021,School of Music,College of Arts & Sciences,FT,22,3.918,,
0345128,2020,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,3,4,1,
1948497,2017,LBJFF School of Education,College of Arts & Sciences,FT,17,2.718,1,1
7548723,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,PT,11,0,,
4949574,2017,School of Nursing,College of Health & Human Sci,FT,8,0.388,,
5148493,2017,Dept of Management,College of Business,FT,12,0.175,,
4549014,2016,,The University of Akron,FT,15,2.667,1,1
2241922,2017,Dept of Marketing,College of Business,FT,11,3.373,,
2441685,2017,School of Allied Health,College of Health & Human Sci,FT,16,2.675,,
9848562,2017,School of Nursing,College of Health & Human Sci,FT,10,0.74,,
2248679,2017,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,14,3.714,1,1
8144814,2020,Business Dean,College of Business,FT,13,0,,
6748448,2017,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,16,3.619,1,1
3249526,2017,Dept of Political Science,College of Arts & Sciences,FT,12,4,,
9041122,2016,Early College High School,The University of Akron,FT,0,0,1,
0249329,2016,Early College High School,The University of Akron,FT,15,1.807,,
8949311,2016,Business Dean,College of Business,FT,14,1.414,,
8345059,2020,Business Dean,College of Business,FT,14,3.25,1,
9045312,2021,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,15,3.407,,
6948668,2017,Dept of Political Science,College of Arts & Sciences,FT,14,3.586,1,1
4148788,2017,Dept of Computer Science,College of Engr & Polymer Sci,FT,14,3.914,1,1
0945144,2020,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,17,2.876,,
0048691,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,2.4,,
9347648,2016,School of Nursing,College of Health & Human Sci,FT,9,2.622,1,
3545192,2021,,The University of Akron,FT,15,2.62,,
5549363,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,9,2.644,,
7749326,2017,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,13,3.769,,
5749537,2017,Dept of Psychology,College of Arts & Sciences,PT,7,2,1,
2844815,2021,LBJFF School of Education,College of Arts & Sciences,FT,13,3.785,,
2145245,2021,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,15,3.6,,
9541895,2017,Early College High School,The University of Akron,FT,2,1,,
3045101,2020,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,17,3.518,1,
6949024,2018,Dept of Psychology,College of Arts & Sciences,FT,9,2.489,1,1
4245329,2021,Dept of Political Science,College of Arts & Sciences,FT,17,3.771,,
9444007,2020,School of Music,College of Arts & Sciences,FT,13,4,1,
9949321,2017,LBJFF School of Education,College of Arts & Sciences,FT,15,4,1,1
7144211,2021,Arts & Sciences Dean,College of Arts & Sciences,FT,9,2.667,,
1937830,2018,Arts & Sciences Dean,College of Arts & Sciences,FT,15,3.72,,
6649325,2016,Myers School of Art,College of Arts & Sciences,FT,3,3,1,
2844311,2020,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,3.479,,
7344987,2021,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,16,3.369,,
5840816,2017,LBJFF School of Education,College of Arts & Sciences,FT,10,3.09,1,
7140498,2018,School of Nursing,College of Health & Human Sci,FT,15,3.347,1,1
6445242,2021,Department of Biology,College of Arts & Sciences,FT,8,3.138,,
7643340,2018,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,13,1.085,,
3543180,2020,Social Work,College of Health & Human Sci,FT,6,0,,
1348579,2017,Dept of Psychology,College of Arts & Sciences,FT,15,3.72,1,1
7725864,2016,Arts & Sciences Dean,College of Arts & Sciences,PT,5,3.28,1,1
6525564,2016,Dept of Marketing,College of Business,FT,17,0.588,,
5826619,2016,Department of Biology,College of Arts & Sciences,FT,15,2.36,,
0049484,2017,Accountancy,College of Business,FT,16,3.681,1,1
4249033,2016,Department of Biology,College of Arts & Sciences,FT,2,2.3,1,1
